part,arm,policy,split_fit,alpha,band_mode,campus,regime,u,beta,rho,seed,inst_id,n_wos,rule,m0_alone,oracle,rule_sup,m0_sup,m0_sup_revfrac,m0_sup_orr,rule_sup_revfrac,rule_sup_orr
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,302,c09_storm2_w80_u100_0025,2253,6411.756400,3304.388000,2533.840800,5950.044400,2714.936400,0.0501,0.1798,0.0501,0.2022
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,302,c09_storm2_w80_u100_0026,2253,5006.202000,2055.013200,1938.243600,4821.464400,1990.422400,0.0489,0.0723,0.0501,0.1529
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,302,c09_storm2_w80_u100_0027,2253,2535.368000,1748.610000,1685.882800,2413.138000,1672.900400,0.0501,0.0633,0.0500,0.1899
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,302,c09_storm2_w80_u100_0028,2253,2083.722400,1322.930400,1316.495200,2020.333200,1300.032400,0.0488,0.0260,0.0501,0.1013
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,302,c09_storm2_w80_u100_0029,2253,4540.255600,2117.820800,1226.778800,3955.459200,1777.361600,0.0498,0.1111,0.0505,0.1868
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.05,302,c09_storm2_w80_u100_0020,2253,2113.920800,1798.077600,1660.290800,2102.887600,1690.584000,0.0490,0.0488,0.0502,0.0952
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.05,302,c09_storm2_w80_u100_0021,2253,2468.501600,2177.576400,2178.691200,2458.490800,2177.576400,0.0499,0.0000,0.0499,0.0811
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.05,302,c09_storm2_w80_u100_0022,2253,1216.011200,1001.783200,991.862400,1134.382400,1007.090400,0.0475,0.0278,0.0476,0.0563
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.05,302,c09_storm2_w80_u100_0023,2253,5676.362400,3005.231200,2621.206400,4830.226000,2792.066400,0.0491,0.0595,0.0501,0.3412
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.05,302,c09_storm2_w80_u100_0024,2253,4396.206800,2594.644000,1996.894800,4055.890000,2218.162400,0.0479,0.0921,0.0500,0.2405
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.05,302,c09_storm2_w80_u100_0025,2253,6411.756400,3227.089200,2533.840800,6016.506800,2780.619200,0.0482,0.1163,0.0501,0.2472
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.05,302,c09_storm2_w80_u100_0026,2253,5006.202000,2028.680000,1938.243600,4945.619600,2018.218400,0.0501,0.0471,0.0501,0.1647
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.05,302,c09_storm2_w80_u100_0027,2253,2535.368000,1758.248800,1685.882800,2187.838400,1701.334400,0.0481,0.0263,0.0500,0.2658
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.05,302,c09_storm2_w80_u100_0028,2253,2083.722400,1295.064800,1316.495200,2072.153200,1297.819600,0.0504,0.0125,0.0501,0.1266
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.05,302,c09_storm2_w80_u100_0029,2253,4540.255600,1718.059600,1226.778800,4076.561200,1466.066000,0.0476,0.0349,0.0499,0.2556
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,303,c09_storm2_w80_u100_0020,2253,2113.920800,1616.062800,1660.290800,2086.646800,1618.484800,0.0496,0.0361,0.0502,0.1310
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,303,c09_storm2_w80_u100_0021,2253,2468.501600,2134.992800,2178.691200,2432.733600,2134.992800,0.0479,0.0141,0.0499,0.1622
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,303,c09_storm2_w80_u100_0022,2253,1216.011200,1006.496400,991.862400,1173.292400,1006.496400,0.0504,0.0000,0.0503,0.0400
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,303,c09_storm2_w80_u100_0023,2253,5676.362400,2917.636800,2621.206400,5199.813200,2792.671200,0.0503,0.1512,0.0501,0.3412
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,303,c09_storm2_w80_u100_0024,2253,4396.206800,2341.773200,1996.894800,3942.843200,2210.982800,0.0499,0.1139,0.0500,0.2405
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,303,c09_storm2_w80_u100_0025,2253,6411.756400,3180.380400,2533.840800,5950.044400,3052.322800,0.0500,0.1461,0.0501,0.2022
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,303,c09_storm2_w80_u100_0026,2253,5006.202000,1923.210000,1938.243600,4821.464400,1919.109200,0.0483,0.0488,0.0501,0.1529
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,303,c09_storm2_w80_u100_0027,2253,2535.368000,1711.905600,1685.882800,2413.138000,1706.358400,0.0501,0.0759,0.0500,0.1899
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,303,c09_storm2_w80_u100_0028,2253,2083.722400,1305.817600,1316.495200,2020.333200,1305.817600,0.0488,0.0000,0.0501,0.1013
curve,targeted,targeted,1,0.1,global,9,storm2,100,1.0,0.05,303,c09_storm2_w80_u100_0029,2253,4540.255600,1889.899200,1226.778800,3955.459200,1672.151200,0.0499,0.1556,0.0505,0.1868
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.25,301,c09_storm2_w80_u100_0020,2253,2113.920800,1662.214000,1660.290800,1989.608000,1641.936400,0.2482,0.0193,0.2470,0.0630
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.25,301,c09_storm2_w80_u100_0021,2253,2468.501600,2133.593600,2178.691200,2461.676400,2169.487200,0.2502,0.0216,0.2502,0.0863
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.25,301,c09_storm2_w80_u100_0022,2253,1216.011200,1061.432000,991.862400,1106.802400,1034.048000,0.2469,0.0080,0.2443,0.0219
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.25,301,c09_storm2_w80_u100_0023,2253,5676.362400,2745.140000,2621.206400,3931.730000,2679.192000,0.2434,0.0889,0.2456,0.1583
curve,stability,stability,1,0.1,global,9,storm2,100,1.0,0.25,301,c09_storm2_w80_u100_0024,2253,4396.206800,2051.387600,1996.894800,3047.573600,1986.388000,0.2454,0.0180,0.2342,0.1541
